,Year of Release,Game Title,Game Price,Score,Votes,Genre
0,2013,Tomb Raider,14.99,8.61,221116,Adventure
1,2013,Don't Starve,9.99,8.6,101024,Survival
2,2013,"Papers, Please",9.99,8.58,59242,Political
3,2013,The Wolf Among Us,14.99,8.58,30144,Adventure
4,2013,Outlast,19.99,8.57,100083,Horror
5,2013,Age of Empires II (2013),19.99,8.51,97058,Strategy
6,2013,Gunpoint,9.99,8.48,12329,Stealth
7,2013,The Walking Dead: Season Two,14.99,8.45,27208,Zombies
8,2013,Game Dev Tycoon,9.99,8.43,40097,Management
9,2013,BioShock Infinite,7.49,8.39,131346,FPS
10,2013,Project Zomboid,19.99,8.39,191529,Survival
11,2013,Trine 2: Complete Story,4.99,8.38,20761,Puzzle Platformer
12,2013,Call of Juarez: Gunslinger,2.99,8.38,32257,Western
13,2013,Dust: An Elysian Tail,2.99,8.37,17804,Action
14,2013,Brothers - A Tale of Two Sons,14.99,8.36,39743,Adventure
15,2013,Antichamber,19.99,8.33,15969,Puzzle
16,2013,LEGO® Marvel™ Super Heroes,19.99,8.32,19181,LEGO
17,2013,Skullgirls 2nd Encore,24.99,8.3,27722,Fighting
18,2013,PAC-MAN™ Championship Edition DX+,9.99,8.29,7362,Arcade
19,2013,Risk of Rain,9.99,8.27,28773,Action Roguelike
20,2013,DmC: Devil May Cry,29.99,8.24,25508,Action
21,2013,Sonic & All-Stars Racing Transformed Collection,19.99,8.24,15562,Racing
22,2013,Long Live The Queen,9.99,8.24,6819,Visual Novel
23,2013,The Stanley Parable,14.99,8.21,43281,Comedy
24,2013,The Swapper,14.99,8.21,7017,Puzzle
25,2013,FINAL FANTASY VII,11.99,8.2,23238,JRPG
26,2013,Space Rangers HD: A War Apart,14.99,8.2,5736,Space
27,2013,100% Orange Juice,6.99,8.2,24091,Anime
28,2013,Enigmatis 2: The Mists of Ravenwood,9.99,8.19,1380,Hidden Object
29,2013,Brutal Legend,4.49,8.18,17396,Action
30,2013,"Cook, Serve, Delicious!",9.99,8.18,5352,Time Management
31,2013,Rogue Legacy,14.99,8.18,17992,Roguevania
32,2013,Arma 3,29.99,8.17,243009,Action
33,2013,Shadow Warrior,29.99,8.16,24640,Action
34,2013,PAYDAY 2,9.99,8.15,617418,Co-op
35,2013,The Plan,0.0,8.14,22253,Atmospheric
36,2013,Deus Ex: Human Revolution - Director's Cut,19.99,8.14,25339,Cyberpunk
37,2013,Race The Sun,9.99,8.13,6232,Procedural Generation
38,2013,SteamWorld Dig,9.99,8.13,6486,Platformer
39,2013,Super House of Dead Ninjas,6.99,8.13,1590,Action Roguelike
40,2013,FEZ,9.99,8.12,13845,Platformer
41,2013,Super Amazing Wagon Adventure,2.99,8.11,1908,Action
42,2013,Spelunky,14.99,8.1,15412,Platformer
43,2013,Guacamelee! Gold Edition,14.99,8.1,5788,Metroidvania
44,2013,Just Cause 2: Multiplayer Mod,0.0,8.07,15067,Open World
45,2013,Baldur's Gate: Enhanced Edition,19.99,8.04,13020,RPG
46,2013,Touhou Kishinjou ~ Double Dealing Character.,14.99,8.04,281,Bullet Hell
47,2013,Papo & Yo,14.99,8.03,2764,3D Platformer
48,2013,140,4.99,8.02,4393,Platformer
49,2013,fault - milestone one,14.99,8.01,3167,Visual Novel
50,2013,7 Days to Die,24.99,8.01,254527,Survival
51,2013,Farming Simulator 2013 Titanium Edition,14.99,8.0,5011,Simulation
52,2013,If My Heart Had Wings,14.99,8.0,4398,Visual Novel
53,2013,Baldur's Gate II: Enhanced Edition,19.99,8.0,7937,RPG
54,2013,Old School RuneScape,0.0,7.99,13269,MMORPG
55,2013,Savant - Ascent,1.99,7.97,2777,Action
56,2013,Stick it to The Man!,7.99,7.96,776,Adventure
57,2013,Saints Row IV: Re-Elected,4.99,7.95,76166,Open World
58,2013,Path of Exile,0.0,7.95,199901,Action RPG
59,2013,Monaco: What's Yours Is Mine,14.99,7.95,8475,Co-op
60,2013,THE KING OF FIGHTERS XIII STEAM EDITION,19.99,7.95,9264,Fighting
61,2013,Sanctum 2,14.99,7.94,13963,Tower Defense
62,2013,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,14.99,7.94,2994,Rhythm
63,2013,Bleed,4.99,7.94,1859,Action
64,2013,Viscera Cleanup Detail: Santa's Rampage,2.49,7.93,5327,Simulation
65,2013,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,19.99,7.91,12578,Anime
66,2013,Rayman® Legends,29.99,7.91,6485,Platformer
67,2013,Warframe,0.0,7.89,533318,Action RPG
68,2013,Batman™: Arkham Origins,19.99,7.89,43508,Action
69,2013,Contrast,9.99,7.89,5182,Female Protagonist
70,2013,Tennis Elbow 2013,10.49,7.85,672,Tennis
71,2013,Ittle Dew,9.99,7.85,1244,Adventure
72,2013,Hammerwatch,9.99,7.85,6279,Dungeon Crawler
73,2013,Europa Universalis IV,39.99,7.84,115766,Grand Strategy
74,2013,Far Cry 3 - Blood Dragon,4.49,7.84,15056,FPS
75,2013,Nameless ~The one thing you must recall~,29.99,7.84,715,Dating Sim
76,2013,Electronic Super Joy,7.99,7.83,3333,Platformer
77,2013,Marlow Briggs and the Mask of Death,4.99,7.83,2120,Action
78,2013,Shadowrun Returns,14.99,7.82,12712,RPG
79,2013,Castle of Illusion,14.99,7.82,3145,Platformer
80,2013,Battlefield 4™,39.99,7.81,52689,FPS
81,2013,Garfield Kart,4.99,7.81,13369,Cult Classic
82,2013,Clockwork Tales: Of Glass and Ink,9.99,7.8,1061,Hidden Object
83,2013,FINAL FANTASY VIII,11.99,7.79,8366,JRPG
84,2013,Dominions 4: Thrones of Ascension,34.99,7.78,1434,Strategy
85,2013,TrackMania² Stadium,9.99,7.78,6319,Racing
86,2013,Pool Nation,6.99,7.77,2743,Pool
87,2013,The Night of the Rabbit,1.99,7.76,2881,Adventure
88,2013,Drunken Wrestlers,0.0,7.76,545,Local Multiplayer
89,2013,Cry of Fear,0.0,7.76,45045,Horror
90,2013,DLC Quest,2.99,7.76,6229,Platformer
91,2013,"10,000,000",4.99,7.75,2180,Match 3
92,2013,The Dark Eye: Memoria,1.99,7.75,2148,Adventure
93,2013,Slender: The Arrival,9.99,7.74,7610,Horror
94,2013,The Inner World,14.99,7.73,1103,Adventure
95,2013,Samurai Gunn,14.99,7.73,432,Local Multiplayer
96,2013,Nihilumbra,7.99,7.71,2841,Adventure
97,2013,Oknytt,4.99,7.71,533,Singleplayer
98,2013,Intake,9.99,7.7,395,Action
99,2013,Angry Video Game Nerd Adventures,4.99,7.7,3106,Platformer
100,2013,9 Clues: The Secret of Serpent Creek,9.99,7.7,1379,Hidden Object
101,2013,Sniper Elite: Nazi Zombie Army,14.99,7.69,4341,Zombies
102,2013,DuckTales: Remastered,14.99,7.68,6368,Platformer
103,2013,Ys I & II Chronicles+,14.99,7.68,2181,JRPG
104,2013,Nimble Quest,4.99,7.68,728,Casual
105,2013,Goodbye Deponia,1.99,7.67,2101,Adventure
106,2013,Wargame: Airland Battle,19.99,7.67,4268,Strategy
107,2013,CastleStorm,9.99,7.67,1502,Funny
108,2013,Organ Trail: Director's Cut,4.99,7.67,2897,Zombies
109,2013,Unholy Heights,3.99,7.66,1511,Immersive Sim
110,2013,Journey of a Roach,0.69,7.66,1763,Adventure
111,2013,The Bridge,9.99,7.66,4082,Puzzle Platformer
112,2013,Injustice: Gods Among Us Ultimate Edition,19.99,7.65,17933,Fighting
113,2013,Soundodger+,7.99,7.65,793,Casual
114,2013,Skulls of the Shogun,9.99,7.64,728,Strategy
115,2013,Choice of the Deathless,4.99,7.64,320,Choose Your Own Adventure
116,2013,Dota 2,0.0,7.63,1967721,MOBA
117,2013,Resident Evil Revelations,29.99,7.63,11480,Action
118,2013,Megabyte Punch,14.99,7.62,1080,Adventure
119,2013,MURI,4.99,7.62,472,Action
120,2013,SLAMMED!,6.99,7.61,108,RPG
121,2013,The Typing of The Dead: Overkill,19.99,7.61,3396,Typing
122,2013,Super Puzzle Platformer Deluxe,7.99,7.61,473,Action
123,2013,Eldritch,14.99,7.6,2101,Action Roguelike
124,2013,The Cave,4.49,7.59,2576,Adventure
125,2013,Sabres of Infinity,5.99,7.59,135,Adventure
126,2013,Sang-Froid - Tales of Werewolves,0.0,7.59,1878,Strategy
127,2013,Soul Gambler,2.99,7.58,2647,Visual Novel
128,2013,Nancy Drew®: Ghost of Thornton Hall,19.99,7.57,209,Adventure
129,2013,Eryi's Action,4.99,7.57,1367,2D Platformer
130,2013,Super Sanctum TD,4.99,7.56,1508,Tower Defense
131,2013,Crysis® 3,29.99,7.56,5157,Action
132,2013,Ultratron,12.99,7.56,658,Action
133,2013,PixelJunk™ Shooter,8.99,7.55,564,Action
134,2013,Knock-knock,9.99,7.54,1680,Horror
135,2013,ENSLAVED™: Odyssey to the West™ Premium Edition,19.99,7.54,6546,Adventure
136,2013,Gas Guzzlers Extreme,24.99,7.54,3629,Combat Racing
137,2013,Duck Life,3.99,7.53,151,Casual
138,2013,Train Simulator: Pacific Surfliner® LA - San Diego Route,19.99,7.53,33,Simulation
139,2013,Artemis Spaceship Bridge Simulator,6.99,7.53,457,Simulation
140,2013,The Apogee Throwback Pack,9.99,7.52,302,Action
141,2013,OMSI 2: Steam Edition,29.99,7.51,10061,Automobile Sim
142,2013,The Journey Down: Chapter One,6.99,7.51,1241,Adventure
143,2013,Sinking Simulator,0.99,7.51,3552,Simulation
144,2013,Vector,6.99,7.51,922,Parkour
145,2013,Shelter,4.49,7.47,3570,Adventure
146,2013,Sniper Elite: Nazi Zombie Army 2,14.99,7.46,4004,Zombies
147,2013,Flashpoint Campaigns: Red Storm Player's Edition,14.49,7.46,226,Strategy
148,2013,Go Home Dinosaurs!,4.99,7.45,521,Tower Defense
149,2013,Teleglitch: Die More Edition,12.99,7.45,2779,Action Roguelike
150,2014,The Binding of Isaac: Rebirth,14.99,8.73,236335,Action Roguelike
151,2014,South Park™: The Stick of Truth™,29.99,8.62,55420,RPG
152,2014,BattleBlock Theater®,14.99,8.61,67630,Co-op
153,2014,The Room,4.99,8.56,23163,Puzzle
154,2014,One Finger Death Punch,4.99,8.54,16059,Action
155,2014,METAL GEAR RISING: REVENGEANCE,29.99,8.5,64984,Great Soundtrack
156,2014,The Expendabros,0.0,8.49,17792,Action
157,2014,Everlasting Summer,0.0,8.46,65552,Visual Novel
158,2014,Kingdom Rush - Tower Defense,9.99,8.44,11158,Tower Defense
159,2014,The Talos Principle,29.99,8.41,26460,Puzzle
160,2014,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,14.99,8.4,22847,Atmospheric
161,2014,Geometry Dash,3.99,8.39,233619,Difficult
162,2014,Shovel Knight: Treasure Trove,39.99,8.39,14839,Platformer
163,2014,LISA: The Painful,9.99,8.39,12961,Dark Humor
164,2014,NEKOPARA Vol. 1,9.99,8.39,26170,Anime
165,2014,Hexcells,2.99,8.34,5170,Puzzle
166,2014,Hexcells Infinite,4.99,8.32,3819,Puzzle
167,2014,Princess Remedy in a World of Hurt,0.0,8.32,2764,Female Protagonist
168,2014,Transistor,3.99,8.32,29202,Great Soundtrack
169,2014,LYNE,2.99,8.31,8017,Puzzle
170,2014,This War of Mine,3.99,8.3,91800,Survival
171,2014,Creeper World 3: Arc Eternal,14.99,8.29,4272,Tower Defense
172,2014,Mount Your Friends,4.99,8.26,7654,Funny
173,2014,Epic Battle Fantasy 4,14.99,8.26,2863,JRPG
174,2014,Alien: Isolation,7.99,8.26,50898,Horror
175,2014,Assetto Corsa,19.99,8.25,93076,Racing
176,2014,Bloons TD 5,9.99,8.25,10208,Tower Defense
177,2014,Rise of Nations: Extended Edition,4.99,8.24,12370,Strategy
178,2014,Sleeping Dogs: Definitive Edition,19.99,8.24,52755,Open World
179,2014,Resident Evil 4 (2005),19.99,8.24,62150,Inventory Management
180,2014,Middle-earth™: Shadow of Mordor™,9.99,8.24,79536,Open World
181,2014,Floating Point,0.0,8.24,3730,Relaxing
182,2014,Door Kickers,19.99,8.23,9325,Tactical
183,2014,Insurgency,14.99,8.23,124636,FPS
184,2014,Five Nights at Freddy's 2,7.99,8.22,16686,Horror
185,2014,Freedom Planet,14.99,8.21,4459,Platformer
186,2014,Choice of Robots,6.99,8.2,1946,Choose Your Own Adventure
187,2014,Five Nights at Freddy's,4.99,8.19,36968,Horror
188,2014,Life Goes On: Done to Death,12.99,8.18,2344,Funny
189,2014,Age of Mythology: Extended Edition,7.49,8.18,29280,Strategy
190,2014,Blackwell Epiphany,9.99,8.17,805,Adventure
191,2014,Lethal League,13.99,8.16,5992,Fighting
192,2014,Octodad: Dadliest Catch,14.99,8.16,9107,Comedy
193,2014,Hatoful Boyfriend,9.99,8.15,6940,Visual Novel
194,2014,Hidden in Plain Sight,5.99,8.14,474,Casual
195,2014,TowerFall Ascension,14.99,8.13,3087,Local Multiplayer
196,2014,Grim Legends: The Forsaken Bride,9.99,8.13,1446,Hidden Object
197,2014,A Story About My Uncle,14.99,8.13,28235,Adventure
198,2014,Double Action: Boogaloo,0.0,8.13,11202,Action
199,2014,One Way Heroics,3.49,8.12,3923,Side Scroller
200,2014,The Legend of Heroes: Trails in the Sky,19.99,8.12,7444,JRPG
201,2014,Amazing Frog?,15.99,8.11,8425,Funny
202,2014,Fistful of Frags,0.0,8.11,34584,PvP
203,2014,Wolfenstein: The New Order,19.99,8.11,48887,FPS
204,2014,Child of Light,4.49,8.1,12636,RPG
205,2014,Detective Grimoire,6.99,8.1,1757,Adventure
206,2014,Grim Legends 2: Song of the Dark Swan,9.99,8.1,1192,Hidden Object
207,2014,Men of War: Assault Squad 2,29.99,8.09,37990,Strategy
208,2014,Hexcells Plus,2.99,8.09,2340,Puzzle
209,2014,Jazzpunk: Director's Cut,14.99,8.08,6606,Comedy
210,2014,The Last Door - Collector's Edition,9.99,8.08,2091,Pixel Graphics
211,2014,Goat Simulator,9.99,8.07,63230,Simulation
212,2014,Farming Simulator 15,12.99,8.07,14209,Farming Sim
213,2014,Ikaruga,9.99,8.07,2028,Shoot 'Em Up
214,2014,Turbo Dismount™,9.99,8.07,5201,Funny
215,2014,KAMI,3.99,8.07,1170,Puzzle
216,2014,NoLimits 2 Roller Coaster Simulation,39.99,8.06,1166,Simulation
217,2014,Coming Out on Top,14.99,8.06,1295,Dating Sim
218,2014,Infested Planet,14.99,8.05,2767,Strategy
219,2014,Divinity: Original Sin (Classic),39.99,8.05,11650,RPG
220,2014,Guacamelee! Super Turbo Championship Edition,14.99,8.04,6161,Metroidvania
221,2014,Chicken Invaders 4,4.99,8.03,443,Action
222,2014,Banished,19.99,8.03,39657,City Builder
223,2014,UnEpic,12.99,8.02,7637,RPG
224,2014,Max: The Curse of Brotherhood,2.99,8.02,1359,Adventure
225,2014,Crimson Imprint plus -Nonexistent Christmas-,1.99,8.0,1980,Visual Novel
226,2014,Metro: Last Light Redux,19.99,7.99,56868,Post-apocalyptic
227,2014,The Last Sovereign,0.0,7.99,457,Dating Sim
228,2014,The Journey Down: Chapter Two,14.99,7.99,504,Atmospheric
229,2014,Super Panda Adventures,4.99,7.98,883,Platformer
230,2014,Bloons Monkey City,0.0,7.98,4612,Strategy
231,2014,Metro 2033 Redux,19.99,7.98,71101,Post-apocalyptic
232,2014,Sunrider: Mask of Arcadius,0.0,7.97,2763,Anime
233,2014,Valkyria Chronicles™,19.99,7.96,12156,Anime
234,2014,Momodora III,1.99,7.96,1183,Action
235,2014,Rodina,14.99,7.95,1314,Space
236,2014,FINAL FANTASY XIV Online,19.99,7.94,65189,MMORPG
237,2014,Black Ice,19.99,7.94,575,Exploration
238,2014,DARK SOULS™ II,24.99,7.93,40302,Souls-like
239,2014,Crimsonland,13.99,7.93,2697,Action
240,2014,ibb & obb,11.99,7.93,5965,Co-op
241,2014,LUFTRAUSERS,9.99,7.93,4210,Bullet Hell
242,2014,Shovel Knight: Shovel of Hope,14.99,7.92,650,Action
243,2014,Ultra Street Fighter® IV,14.99,7.91,12951,Fighting
244,2014,Town of Salem,4.99,7.91,35937,Strategy
245,2014,Sherlock Holmes: Crimes and Punishments,5.99,7.91,6016,Detective
246,2014,Escape Goat 2,9.99,7.91,405,Platformer
247,2014,Wargame: Red Dragon,29.99,7.9,17005,Strategy
248,2014,Voices from the Sea,0.0,7.89,1234,Visual Novel
249,2014,Boson X,2.99,7.89,1549,Difficult
250,2014,Legend of Grimrock 2,23.99,7.87,3387,Dungeon Crawler
251,2014,The Banner Saga,24.99,7.87,14652,RPG
252,2014,METAL SLUG 3,7.99,7.86,7699,Arcade
253,2014,Danmaku Amanojaku ~ Impossible Spell Card.,10.99,7.86,140,Bullet Hell
254,2014,NEO Scavenger,14.99,7.86,4844,Survival
255,2014,Lovely Planet,5.99,7.85,2575,Action
256,2014,Screencheat,14.99,7.85,1729,Split Screen
257,2014,Knightmare Tower,3.99,7.85,593,Action
258,2014,The Sims™ 4,0.0,7.85,95450,Life Sim
259,2014,Sisyphus Reborn,0.0,7.84,931,Adventure
260,2014,Nidhogg,9.99,7.84,7358,Local Multiplayer
261,2014,The Jackbox Party Pack,24.99,7.84,1629,Casual
262,2014,Depth,19.99,7.84,32335,Action
263,2014,Mountain,0.99,7.84,15962,Simulation
264,2014,Shadowrun: Dragonfall - Director's Cut,14.99,7.83,5836,RPG
265,2014,Craft The World,18.99,7.82,13661,Sandbox
266,2014,Year Walk,5.99,7.82,1921,Horror
267,2014,LEGO® Batman™ 3: Beyond Gotham,19.99,7.82,6502,LEGO
268,2014,Tin Star,11.99,7.81,289,RPG
269,2014,Micron,2.99,7.81,166,Casual
270,2014,Marvin's Mittens,5.99,7.8,194,Adventure
271,2014,Super Trench Attack!,4.99,7.8,1257,Action
272,2014,Sokobond,9.99,7.8,543,Sokoban
273,2014,The Vanishing of Ethan Carter,19.99,7.79,8556,Mystery
274,2014,Roundabout,9.99,7.79,557,FMV
275,2014,Sigils of Elohim,0.0,7.78,1053,Puzzle
276,2014,Contraption Maker,9.99,7.78,1176,Puzzle
277,2014,QP Shooting - Dangerous!!,7.99,7.78,480,Bullet Hell
278,2014,Danmaku Unlimited 2,4.99,7.78,436,Bullet Hell
279,2014,Icewind Dale: Enhanced Edition,19.99,7.78,2641,RPG
280,2014,Caravaneer 2,5.99,7.77,341,RPG
281,2014,Splatter - Zombiecalypse Now,6.99,7.77,2265,Action
282,2014,The Desolate Hope,0.0,7.77,1275,RPG
283,2014,BlazBlue: Continuum Shift Extend,19.99,7.76,1483,Fighting
284,2014,LOVE,0.59,7.75,1123,Platformer
285,2014,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,14.99,7.75,2398,Fighting
286,2014,Dungeonmans,14.99,7.75,985,Traditional Roguelike
287,2014,Home Sheep Home: Farmageddon Party Edition,9.99,7.74,243,Puzzle
288,2014,Dungeon of the ENDLESS™,11.99,7.74,11795,Roguelike
289,2014,Death Skid Marks,0.0,7.73,702,Action
290,2014,Monsters Ate My Birthday Cake,7.99,7.73,95,Adventure
291,2014,Letter Quest: Grimm's Journey,7.99,7.72,387,Casual
292,2014,Ryse: Son of Rome,9.99,7.72,34353,Hack and Slash
293,2014,The Counting Kingdom,6.99,7.72,107,Casual
294,2014,Xenonauts,12.49,7.71,4286,Turn-Based Strategy
295,2014,Desert Golfing,1.99,7.71,75,Sports
296,2014,Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,19.99,7.7,976,Adventure
297,2014,Boring Man - Online Tactical Stickman Combat,0.0,7.7,5423,Side Scroller
298,2014,Half Minute Hero: The Second Coming,9.99,7.7,537,RPG
299,2014,Cannon Brawl,14.99,7.7,776,Local Multiplayer
300,2015,The Witcher® 3: Wild Hunt,11.99,8.66,716110,Open World
301,2015,BeamNG.drive,24.99,8.66,172806,Simulation
302,2015,Undertale,9.99,8.64,195523,Great Soundtrack
303,2015,Life is Strange - Episode 1,0.0,8.58,159659,Story Rich
304,2015,Broforce,14.99,8.57,51778,America
305,2015,Dying Light,8.99,8.55,376763,Zombies
306,2015,Duck Game,12.99,8.5,34980,Funny
307,2015,Keep Talking and Nobody Explodes,14.99,8.49,12069,Co-op
308,2015,Eternal Senia,0.0,8.48,11767,Anime
309,2015,Kerbal Space Program,9.99,8.46,114306,Space
310,2015,Fran Bow,14.99,8.46,13341,Psychological Horror
311,2015,HuniePop,9.99,8.46,29879,Nudity
312,2015,SOMA,29.99,8.46,35204,Horror
313,2015,Universe Sandbox,20.09,8.42,20046,Sandbox
314,2015,Crypt of the NecroDancer,2.99,8.42,22907,Rhythm
315,2015,Nuclear Throne,11.99,8.41,16487,Action Roguelike
316,2015,Hook,1.99,8.41,8618,Casual
317,2015,Mini Metro,9.99,8.39,13466,Strategy
318,2015,Refunct,2.99,8.38,16948,Parkour
319,2015,Cities: Skylines,29.99,8.38,228028,City Builder
320,2015,Downwell,2.99,8.38,7330,Precision Platformer
321,2015,Hylics,2.99,8.37,3625,Surreal
322,2015,Tabletop Simulator,19.99,8.34,58804,Tabletop
323,2015,GUILTY GEAR XX ACCENT CORE PLUS R,14.99,8.33,5646,Fighting
324,2015,The Legend of Heroes: Trails in the Sky SC,29.99,8.32,2764,JRPG
325,2015,Hotline Miami 2: Wrong Number,14.99,8.31,47769,Great Soundtrack
326,2015,TIS-100,6.99,8.29,3576,Programming
327,2015,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,0.99,8.28,9703,Family Friendly
328,2015,fault - milestone two side:above,14.99,8.27,2509,Visual Novel
329,2015,Hyperdimension Neptunia Re;Birth1,14.99,8.27,11679,Anime
330,2015,eden*,19.99,8.26,3117,Visual Novel
331,2015,Caves of Qud,19.99,8.25,5829,Roguelike
332,2015,NEKOPARA Vol. 0,2.99,8.25,17163,Anime
333,2015,Hacknet,9.99,8.24,22481,Hacking
334,2015,Higurashi When They Cry Hou - Ch.1 Onikakushi,0.0,8.23,4022,Visual Novel
335,2015,GemCraft - Chasing Shadows,9.99,8.23,3643,Tower Defense
336,2015,Touhou Kanjuden ~ Legacy of Lunatic Kingdom.,14.99,8.22,1022,Bullet Hell
337,2015,Viscera Cleanup Detail,12.99,8.21,17993,Simulation
338,2015,Gaokao.Love.100Days,9.99,8.2,6908,Dating Sim
339,2015,Cat Goes Fishing,6.99,8.2,8344,Fishing
340,2015,Mad Max,19.99,8.19,67719,Open World
341,2015,Timberman,0.3,8.18,11151,Casual
342,2015,Contradiction: Spot The Liar,12.99,8.16,2823,Detective
343,2015,Software Inc.,15.99,8.16,5906,Management
344,2015,DISTRAINT: Deluxe Edition,0.84,8.16,11109,Horror
345,2015,Resident Evil,19.99,8.16,19716,Survival Horror
346,2015,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",0.0,8.15,9300,Comedy
347,2015,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,14.99,8.15,3676,Fighting
348,2015,Hyperdimension Neptunia Re;Birth3 V Generation,14.99,8.15,3302,Anime
349,2015,METAL GEAR SOLID V: THE PHANTOM PAIN,19.99,8.15,83232,Stealth
350,2015,Spooky's Jump Scare Mansion,0.0,8.15,13575,Horror
351,2015,Dungeon Warfare,9.99,8.14,1707,Tower Defense
352,2015,The Jackbox Party Pack 2,24.99,8.14,1836,Trivia
353,2015,Mushihimesama,19.99,8.14,1199,Bullet Hell
354,2015,Relic Hunters Zero: Remix,0.0,8.13,6765,Looter Shooter
355,2015,SimplePlanes,12.99,8.12,9313,Automation
356,2015,The Silent Age,9.99,8.12,6774,Point & Click
357,2015,Higurashi When They Cry Hou - Ch.2 Watanagashi,7.99,8.11,1038,Visual Novel
358,2015,Five Nights at Freddy's 4,7.99,8.11,11054,Horror
359,2015,Car Mechanic Simulator 2015,19.99,8.11,14270,Automobile Sim
360,2015,Automation - The Car Company Tycoon Game,29.99,8.1,9617,Simulation
361,2015,Chicken Invaders 5,4.99,8.1,887,Casual
362,2015,Reassembly,14.99,8.1,3686,Building
363,2015,Infinifactory,24.99,8.09,2277,Puzzle
364,2015,Love at First Sight,9.99,8.09,1268,Visual Novel
365,2015,Human Resource Machine,14.99,8.09,3852,Programming
366,2015,HELLDIVERS™ Dive Harder Edition,19.99,8.09,23813,Online Co-Op
367,2015,Bullet Heaven 2,14.99,8.09,413,Bullet Hell
368,2015,Aviary Attorney,14.99,8.08,1963,Visual Novel
369,2015,Paint it Back,7.99,8.07,483,Puzzle
370,2015,Hero of the Kingdom II,7.99,8.07,2256,Adventure
371,2015,Kitty Powers' Matchmaker,9.99,8.07,1237,Simulation
372,2015,Prison Architect,29.99,8.07,65402,Simulation
373,2015,Tormentum - Dark Sorrow,11.99,8.05,2459,Point & Click
374,2015,Chroma Squad,14.99,8.05,4028,RPG
375,2015,12 Labours of Hercules,2.99,8.05,2933,Casual
376,2015,Viridi,0.0,8.04,8476,Relaxing
377,2015,Technobabylon,14.99,8.04,1380,Adventure
378,2015,Clicker Heroes,0.0,8.04,58750,Clicker
379,2015,Assault Android Cactus+,19.99,8.03,1826,Bullet Hell
380,2015,Lovers in a Dangerous Spacetime,14.99,8.02,3460,Local Co-Op
381,2015,Kingdom: Classic,0.0,8.01,20059,Singleplayer
382,2015,Shantae and the Pirate's Curse,19.99,8.01,2468,Platformer
383,2015,Endless Sky,0.0,8.01,5829,Space
384,2015,Streets of Fury EX,9.99,8.0,623,Beat 'em up
385,2015,Rampage Knights,12.99,8.0,3400,Co-op
386,2015,A Good Snowman Is Hard To Build,9.99,8.0,815,Cute
387,2015,Barony,14.99,8.0,4647,Action Roguelike
388,2015,Divinity: Original Sin - Enhanced Edition,39.99,8.0,23552,RPG
389,2015,Robot Roller-Derby Disco Dodgeball,9.99,7.99,3858,Arena Shooter
390,2015,Dropsy,9.99,7.99,1761,Point & Click
391,2015,Quell,3.99,7.98,367,Puzzle
392,2015,"Invisible, Inc.",19.99,7.98,5249,Stealth
393,2015,Axiom Verge,9.99,7.97,5156,Metroidvania
394,2015,LEGO® Jurassic World,19.99,7.97,7042,LEGO
